0, 0, 255
110, 500, 10, 100, 500, 0, 100, 500, 10
120, 500, 10, 110, 500, 0, 110, 500, 10
130, 500, 10, 120, 500, 0, 120, 500, 10
140, 500, 10, 130, 500, 0, 130, 500, 10
150, 500, 10, 140, 500, 0, 140, 500, 10
160, 500, 10, 150, 500, 0, 150, 500, 10
170, 500, 10, 160, 500, 0, 160, 500, 10
180, 500, 10, 170, 500, 0, 170, 500, 10
190, 500, 10, 180, 500, 0, 180, 500, 10
200, 500, 10, 190, 500, 0, 190, 500, 10
210, 500, 10, 200, 500, 0, 200, 500, 10
220, 500, 10, 210, 500, 0, 210, 500, 10
230, 500, 10, 220, 500, 0, 220, 500, 10
240, 500, 10, 230, 500, 0, 230, 500, 10
250, 500, 10, 240, 500, 0, 240, 500, 10
40, 500, 20, 30, 500, 10, 30, 500, 20
50, 500, 20, 40, 500, 10, 40, 500, 20
60, 500, 20, 50, 500, 10, 50, 500, 20
70, 500, 20, 60, 500, 10, 60, 500, 20
80, 500, 20, 70, 500, 10, 70, 500, 20
90, 500, 20, 80, 500, 10, 80, 500, 20
100, 500, 20, 90, 500, 10, 90, 500, 20
110, 500, 20, 100, 500, 10, 100, 500, 20
120, 500, 20, 110, 500, 10, 110, 500, 20
130, 500, 20, 120, 500, 10, 120, 500, 20
140, 500, 20, 130, 500, 10, 130, 500, 20
150, 500, 20, 140, 500, 10, 140, 500, 20
160, 500, 20, 150, 500, 10, 150, 500, 20
170, 500, 20, 160, 500, 10, 160, 500, 20
180, 500, 20, 170, 500, 10, 170, 500, 20
190, 500, 20, 180, 500, 10, 180, 500, 20
200, 500, 20, 190, 500, 10, 190, 500, 20
210, 500, 20, 200, 500, 10, 200, 500, 20
220, 500, 20, 210, 500, 10, 210, 500, 20
230, 500, 20, 220, 500, 10, 220, 500, 20
240, 500, 20, 230, 500, 10, 230, 500, 20
250, 500, 20, 240, 500, 10, 240, 500, 20
260, 500, 20, 250, 500, 10, 250, 500, 20
50, 500, 30, 40, 500, 20, 40, 500, 30
60, 500, 30, 50, 500, 20, 50, 500, 30
70, 500, 30, 60, 500, 20, 60, 500, 30
80, 500, 30, 70, 500, 20, 70, 500, 30
90, 500, 30, 80, 500, 20, 80, 500, 30
100, 500, 30, 90, 500, 20, 90, 500, 30
110, 500, 30, 100, 500, 20, 100, 500, 30
120, 500, 30, 110, 500, 20, 110, 500, 30
130, 500, 30, 120, 500, 20, 120, 500, 30
140, 500, 30, 130, 500, 20, 130, 500, 30
150, 500, 30, 140, 500, 20, 140, 500, 30
160, 500, 30, 150, 500, 20, 150, 500, 30
170, 500, 30, 160, 500, 20, 160, 500, 30
180, 500, 30, 170, 500, 20, 170, 500, 30
190, 500, 30, 180, 500, 20, 180, 500, 30
200, 500, 30, 190, 500, 20, 190, 500, 30
210, 500, 30, 200, 500, 20, 200, 500, 30
220, 500, 30, 210, 500, 20, 210, 500, 30
230, 500, 30, 220, 500, 20, 220, 500, 30
240, 500, 30, 230, 500, 20, 230, 500, 30
250, 500, 30, 240, 500, 20, 240, 500, 30
260, 500, 30, 250, 500, 20, 250, 500, 30
270, 500, 30, 260, 500, 20, 260, 500, 30
60, 500, 40, 50, 500, 30, 50, 500, 40
70, 500, 40, 60, 500, 30, 60, 500, 40
80, 500, 40, 70, 500, 30, 70, 500, 40
90, 500, 40, 80, 500, 30, 80, 500, 40
100, 500, 40, 90, 500, 30, 90, 500, 40
110, 500, 40, 100, 500, 30, 100, 500, 40
120, 500, 40, 110, 500, 30, 110, 500, 40
130, 500, 40, 120, 500, 30, 120, 500, 40
140, 500, 40, 130, 500, 30, 130, 500, 40
150, 500, 40, 140, 500, 30, 140, 500, 40
160, 500, 40, 150, 500, 30, 150, 500, 40
170, 500, 40, 160, 500, 30, 160, 500, 40
180, 500, 40, 170, 500, 30, 170, 500, 40
190, 500, 40, 180, 500, 30, 180, 500, 40
200, 500, 40, 190, 500, 30, 190, 500, 40
210, 500, 40, 200, 500, 30, 200, 500, 40
220, 500, 40, 210, 500, 30, 210, 500, 40
230, 500, 40, 220, 500, 30, 220, 500, 40
240, 500, 40, 230, 500, 30, 230, 500, 40
250, 500, 40, 240, 500, 30, 240, 500, 40
260, 500, 40, 250, 500, 30, 250, 500, 40
270, 500, 40, 260, 500, 30, 260, 500, 40
280, 500, 40, 270, 500, 30, 270, 500, 40
70, 500, 50, 60, 500, 40, 60, 500, 50
80, 500, 50, 70, 500, 40, 70, 500, 50
90, 500, 50, 80, 500, 40, 80, 500, 50
100, 500, 50, 90, 500, 40, 90, 500, 50
110, 500, 50, 100, 500, 40, 100, 500, 50
120, 500, 50, 110, 500, 40, 110, 500, 50
130, 500, 50, 120, 500, 40, 120, 500, 50
140, 500, 50, 130, 500, 40, 130, 500, 50
150, 500, 50, 140, 500, 40, 140, 500, 50
160, 500, 50, 150, 500, 40, 150, 500, 50
170, 500, 50, 160, 500, 40, 160, 500, 50
180, 500, 50, 170, 500, 40, 170, 500, 50
190, 500, 50, 180, 500, 40, 180, 500, 50
200, 500, 50, 190, 500, 40, 190, 500, 50
210, 500, 50, 200, 500, 40, 200, 500, 50
220, 500, 50, 210, 500, 40, 210, 500, 50
230, 500, 50, 220, 500, 40, 220, 500, 50
240, 500, 50, 230, 500, 40, 230, 500, 50
250, 500, 50, 240, 500, 40, 240, 500, 50
260, 500, 50, 250, 500, 40, 250, 500, 50
270, 500, 50, 260, 500, 40, 260, 500, 50
280, 500, 50, 270, 500, 40, 270, 500, 50
290, 500, 50, 280, 500, 40, 280, 500, 50
80, 500, 60, 70, 500, 50, 70, 500, 60
90, 500, 60, 80, 500, 50, 80, 500, 60
100, 500, 60, 90, 500, 50, 90, 500, 60
110, 500, 60, 100, 500, 50, 100, 500, 60
120, 500, 60, 110, 500, 50, 110, 500, 60
130, 500, 60, 120, 500, 50, 120, 500, 60
140, 500, 60, 130, 500, 50, 130, 500, 60
150, 500, 60, 140, 500, 50, 140, 500, 60
160, 500, 60, 150, 500, 50, 150, 500, 60
170, 500, 60, 160, 500, 50, 160, 500, 60
180, 500, 60, 170, 500, 50, 170, 500, 60
190, 500, 60, 180, 500, 50, 180, 500, 60
200, 500, 60, 190, 500, 50, 190, 500, 60
210, 500, 60, 200, 500, 50, 200, 500, 60
220, 500, 60, 210, 500, 50, 210, 500, 60
230, 500, 60, 220, 500, 50, 220, 500, 60
240, 500, 60, 230, 500, 50, 230, 500, 60
250, 500, 60, 240, 500, 50, 240, 500, 60
260, 500, 60, 250, 500, 50, 250, 500, 60
270, 500, 60, 260, 500, 50, 260, 500, 60
280, 500, 60, 270, 500, 50, 270, 500, 60
290, 500, 60, 280, 500, 50, 280, 500, 60
300, 500, 60, 290, 500, 50, 290, 500, 60
90, 500, 70, 80, 500, 60, 80, 500, 70
100, 500, 70, 90, 500, 60, 90, 500, 70
110, 500, 70, 100, 500, 60, 100, 500, 70
120, 500, 70, 110, 500, 60, 110, 500, 70
130, 500, 70, 120, 500, 60, 120, 500, 70
140, 500, 70, 130, 500, 60, 130, 500, 70
150, 500, 70, 140, 500, 60, 140, 500, 70
160, 500, 70, 150, 500, 60, 150, 500, 70
170, 500, 70, 160, 500, 60, 160, 500, 70
180, 500, 70, 170, 500, 60, 170, 500, 70
190, 500, 70, 180, 500, 60, 180, 500, 70
200, 500, 70, 190, 500, 60, 190, 500, 70
210, 500, 70, 200, 500, 60, 200, 500, 70
220, 500, 70, 210, 500, 60, 210, 500, 70
230, 500, 70, 220, 500, 60, 220, 500, 70
240, 500, 70, 230, 500, 60, 230, 500, 70
250, 500, 70, 240, 500, 60, 240, 500, 70
260, 500, 70, 250, 500, 60, 250, 500, 70
270, 500, 70, 260, 500, 60, 260, 500, 70
280, 500, 70, 270, 500, 60, 270, 500, 70
290, 500, 70, 280, 500, 60, 280, 500, 70
300, 500, 70, 290, 500, 60, 290, 500, 70
310, 500, 70, 300, 500, 60, 300, 500, 70
100, 500, 80, 90, 500, 70, 90, 500, 80
110, 500, 80, 100, 500, 70, 100, 500, 80
120, 500, 80, 110, 500, 70, 110, 500, 80
130, 500, 80, 120, 500, 70, 120, 500, 80
140, 500, 80, 130, 500, 70, 130, 500, 80
150, 500, 80, 140, 500, 70, 140, 500, 80
160, 500, 80, 150, 500, 70, 150, 500, 80
170, 500, 80, 160, 500, 70, 160, 500, 80
180, 500, 80, 170, 500, 70, 170, 500, 80
190, 500, 80, 180, 500, 70, 180, 500, 80
200, 500, 80, 190, 500, 70, 190, 500, 80
210, 500, 80, 200, 500, 70, 200, 500, 80
220, 500, 80, 210, 500, 70, 210, 500, 80
230, 500, 80, 220, 500, 70, 220, 500, 80
240, 500, 80, 230, 500, 70, 230, 500, 80
250, 500, 80, 240, 500, 70, 240, 500, 80
260, 500, 80, 250, 500, 70, 250, 500, 80
270, 500, 80, 260, 500, 70, 260, 500, 80
280, 500, 80, 270, 500, 70, 270, 500, 80
290, 500, 80, 280, 500, 70, 280, 500, 80
300, 500, 80, 290, 500, 70, 290, 500, 80
310, 500, 80, 300, 500, 70, 300, 500, 80
320, 500, 80, 310, 500, 70, 310, 500, 80
110, 500, 90, 100, 500, 80, 100, 500, 90
120, 500, 90, 110, 500, 80, 110, 500, 90
130, 500, 90, 120, 500, 80, 120, 500, 90
140, 500, 90, 130, 500, 80, 130, 500, 90
150, 500, 90, 140, 500, 80, 140, 500, 90
160, 500, 90, 150, 500, 80, 150, 500, 90
170, 500, 90, 160, 500, 80, 160, 500, 90
180, 500, 90, 170, 500, 80, 170, 500, 90
190, 500, 90, 180, 500, 80, 180, 500, 90
200, 500, 90, 190, 500, 80, 190, 500, 90
210, 500, 90, 200, 500, 80, 200, 500, 90
220, 500, 90, 210, 500, 80, 210, 500, 90
230, 500, 90, 220, 500, 80, 220, 500, 90
240, 500, 90, 230, 500, 80, 230, 500, 90
250, 500, 90, 240, 500, 80, 240, 500, 90
260, 500, 90, 250, 500, 80, 250, 500, 90
270, 500, 90, 260, 500, 80, 260, 500, 90
280, 500, 90, 270, 500, 80, 270, 500, 90
290, 500, 90, 280, 500, 80, 280, 500, 90
300, 500, 90, 290, 500, 80, 290, 500, 90
310, 500, 90, 300, 500, 80, 300, 500, 90
320, 500, 90, 310, 500, 80, 310, 500, 90
330, 500, 90, 320, 500, 80, 320, 500, 90
120, 500, 100, 110, 500, 90, 110, 500, 100
130, 500, 100, 120, 500, 90, 120, 500, 100
140, 500, 100, 130, 500, 90, 130, 500, 100
150, 500, 100, 140, 500, 90, 140, 500, 100
160, 500, 100, 150, 500, 90, 150, 500, 100
170, 500, 100, 160, 500, 90, 160, 500, 100
180, 500, 100, 170, 500, 90, 170, 500, 100
190, 500, 100, 180, 500, 90, 180, 500, 100
200, 500, 100, 190, 500, 90, 190, 500, 100
210, 500, 100, 200, 500, 90, 200, 500, 100
220, 500, 100, 210, 500, 90, 210, 500, 100
230, 500, 100, 220, 500, 90, 220, 500, 100
240, 500, 100, 230, 500, 90, 230, 500, 100
250, 500, 100, 240, 500, 90, 240, 500, 100
260, 500, 100, 250, 500, 90, 250, 500, 100
270, 500, 100, 260, 500, 90, 260, 500, 100
280, 500, 100, 270, 500, 90, 270, 500, 100
290, 500, 100, 280, 500, 90, 280, 500, 100
300, 500, 100, 290, 500, 90, 290, 500, 100
310, 500, 100, 300, 500, 90, 300, 500, 100
320, 500, 100, 310, 500, 90, 310, 500, 100
330, 500, 100, 320, 500, 90, 320, 500, 100
340, 500, 100, 330, 500, 90, 330, 500, 100
130, 500, 110, 120, 500, 100, 120, 500, 110
140, 500, 110, 130, 500, 100, 130, 500, 110
150, 500, 110, 140, 500, 100, 140, 500, 110
160, 500, 110, 150, 500, 100, 150, 500, 110
170, 500, 110, 160, 500, 100, 160, 500, 110
180, 500, 110, 170, 500, 100, 170, 500, 110
190, 500, 110, 180, 500, 100, 180, 500, 110
200, 500, 110, 190, 500, 100, 190, 500, 110
210, 500, 110, 200, 500, 100, 200, 500, 110
220, 500, 110, 210, 500, 100, 210, 500, 110
230, 500, 110, 220, 500, 100, 220, 500, 110
240, 500, 110, 230, 500, 100, 230, 500, 110
250, 500, 110, 240, 500, 100, 240, 500, 110
260, 500, 110, 250, 500, 100, 250, 500, 110
270, 500, 110, 260, 500, 100, 260, 500, 110
280, 500, 110, 270, 500, 100, 270, 500, 110
290, 500, 110, 280, 500, 100, 280, 500, 110
300, 500, 110, 290, 500, 100, 290, 500, 110
310, 500, 110, 300, 500, 100, 300, 500, 110
320, 500, 110, 310, 500, 100, 310, 500, 110
330, 500, 110, 320, 500, 100, 320, 500, 110
340, 500, 110, 330, 500, 100, 330, 500, 110
350, 500, 110, 340, 500, 100, 340, 500, 110
140, 500, 120, 130, 500, 110, 130, 500, 120
150, 500, 120, 140, 500, 110, 140, 500, 120
160, 500, 120, 150, 500, 110, 150, 500, 120
170, 500, 120, 160, 500, 110, 160, 500, 120
180, 500, 120, 170, 500, 110, 170, 500, 120
190, 500, 120, 180, 500, 110, 180, 500, 120
200, 500, 120, 190, 500, 110, 190, 500, 120
210, 500, 120, 200, 500, 110, 200, 500, 120
220, 500, 120, 210, 500, 110, 210, 500, 120
230, 500, 120, 220, 500, 110, 220, 500, 120
240, 500, 120, 230, 500, 110, 230, 500, 120
250, 500, 120, 240, 500, 110, 240, 500, 120
260, 500, 120, 250, 500, 110, 250, 500, 120
270, 500, 120, 260, 500, 110, 260, 500, 120
280, 500, 120, 270, 500, 110, 270, 500, 120
290, 500, 120, 280, 500, 110, 280, 500, 120
300, 500, 120, 290, 500, 110, 290, 500, 120
310, 500, 120, 300, 500, 110, 300, 500, 120
320, 500, 120, 310, 500, 110, 310, 500, 120
330, 500, 120, 320, 500, 110, 320, 500, 120
340, 500, 120, 330, 500, 110, 330, 500, 120
350, 500, 120, 340, 500, 110, 340, 500, 120
360, 500, 120, 350, 500, 110, 350, 500, 120
150, 500, 130, 140, 500, 120, 140, 500, 130
160, 500, 130, 150, 500, 120, 150, 500, 130
170, 500, 130, 160, 500, 120, 160, 500, 130
180, 500, 130, 170, 500, 120, 170, 500, 130
190, 500, 130, 180, 500, 120, 180, 500, 130
200, 500, 130, 190, 500, 120, 190, 500, 130
210, 500, 130, 200, 500, 120, 200, 500, 130
220, 500, 130, 210, 500, 120, 210, 500, 130
230, 500, 130, 220, 500, 120, 220, 500, 130
240, 500, 130, 230, 500, 120, 230, 500, 130
250, 500, 130, 240, 500, 120, 240, 500, 130
260, 500, 130, 250, 500, 120, 250, 500, 130
270, 500, 130, 260, 500, 120, 260, 500, 130
280, 500, 130, 270, 500, 120, 270, 500, 130
290, 500, 130, 280, 500, 120, 280, 500, 130
300, 500, 130, 290, 500, 120, 290, 500, 130
310, 500, 130, 300, 500, 120, 300, 500, 130
320, 500, 130, 310, 500, 120, 310, 500, 130
330, 500, 130, 320, 500, 120, 320, 500, 130
340, 500, 130, 330, 500, 120, 330, 500, 130
350, 500, 130, 340, 500, 120, 340, 500, 130
360, 500, 130, 350, 500, 120, 350, 500, 130
370, 500, 130, 360, 500, 120, 360, 500, 130
160, 500, 140, 150, 500, 130, 150, 500, 140
170, 500, 140, 160, 500, 130, 160, 500, 140
180, 500, 140, 170, 500, 130, 170, 500, 140
190, 500, 140, 180, 500, 130, 180, 500, 140
200, 500, 140, 190, 500, 130, 190, 500, 140
210, 500, 140, 200, 500, 130, 200, 500, 140
220, 500, 140, 210, 500, 130, 210, 500, 140
230, 500, 140, 220, 500, 130, 220, 500, 140
240, 500, 140, 230, 500, 130, 230, 500, 140
250, 500, 140, 240, 500, 130, 240, 500, 140
260, 500, 140, 250, 500, 130, 250, 500, 140
270, 500, 140, 260, 500, 130, 260, 500, 140
280, 500, 140, 270, 500, 130, 270, 500, 140
290, 500, 140, 280, 500, 130, 280, 500, 140
300, 500, 140, 290, 500, 130, 290, 500, 140
310, 500, 140, 300, 500, 130, 300, 500, 140
320, 500, 140, 310, 500, 130, 310, 500, 140
330, 500, 140, 320, 500, 130, 320, 500, 140
340, 500, 140, 330, 500, 130, 330, 500, 140
350, 500, 140, 340, 500, 130, 340, 500, 140
360, 500, 140, 350, 500, 130, 350, 500, 140
370, 500, 140, 360, 500, 130, 360, 500, 140
380, 500, 140, 370, 500, 130, 370, 500, 140
170, 500, 150, 160, 500, 140, 160, 500, 150
180, 500, 150, 170, 500, 140, 170, 500, 150
190, 500, 150, 180, 500, 140, 180, 500, 150
200, 500, 150, 190, 500, 140, 190, 500, 150
210, 500, 150, 200, 500, 140, 200, 500, 150
220, 500, 150, 210, 500, 140, 210, 500, 150
230, 500, 150, 220, 500, 140, 220, 500, 150
240, 500, 150, 230, 500, 140, 230, 500, 150
250, 500, 150, 240, 500, 140, 240, 500, 150
260, 500, 150, 250, 500, 140, 250, 500, 150
270, 500, 150, 260, 500, 140, 260, 500, 150
280, 500, 150, 270, 500, 140, 270, 500, 150
290, 500, 150, 280, 500, 140, 280, 500, 150
300, 500, 150, 290, 500, 140, 290, 500, 150
310, 500, 150, 300, 500, 140, 300, 500, 150
320, 500, 150, 310, 500, 140, 310, 500, 150
330, 500, 150, 320, 500, 140, 320, 500, 150
340, 500, 150, 330, 500, 140, 330, 500, 150
350, 500, 150, 340, 500, 140, 340, 500, 150
360, 500, 150, 350, 500, 140, 350, 500, 150
370, 500, 150, 360, 500, 140, 360, 500, 150
380, 500, 150, 370, 500, 140, 370, 500, 150
390, 500, 150, 380, 500, 140, 380, 500, 150
180, 500, 160, 170, 500, 150, 170, 500, 160
190, 500, 160, 180, 500, 150, 180, 500, 160
200, 500, 160, 190, 500, 150, 190, 500, 160
210, 500, 160, 200, 500, 150, 200, 500, 160
220, 500, 160, 210, 500, 150, 210, 500, 160
230, 500, 160, 220, 500, 150, 220, 500, 160
240, 500, 160, 230, 500, 150, 230, 500, 160
250, 500, 160, 240, 500, 150, 240, 500, 160
260, 500, 160, 250, 500, 150, 250, 500, 160
270, 500, 160, 260, 500, 150, 260, 500, 160
280, 500, 160, 270, 500, 150, 270, 500, 160
290, 500, 160, 280, 500, 150, 280, 500, 160
300, 500, 160, 290, 500, 150, 290, 500, 160
310, 500, 160, 300, 500, 150, 300, 500, 160
320, 500, 160, 310, 500, 150, 310, 500, 160
330, 500, 160, 320, 500, 150, 320, 500, 160
340, 500, 160, 330, 500, 150, 330, 500, 160
350, 500, 160, 340, 500, 150, 340, 500, 160
360, 500, 160, 350, 500, 150, 350, 500, 160
370, 500, 160, 360, 500, 150, 360, 500, 160
380, 500, 160, 370, 500, 150, 370, 500, 160
390, 500, 160, 380, 500, 150, 380, 500, 160
400, 500, 160, 390, 500, 150, 390, 500, 160
190, 500, 170, 180, 500, 160, 180, 500, 170
200, 500, 170, 190, 500, 160, 190, 500, 170
210, 500, 170, 200, 500, 160, 200, 500, 170
220, 500, 170, 210, 500, 160, 210, 500, 170
230, 500, 170, 220, 500, 160, 220, 500, 170
240, 500, 170, 230, 500, 160, 230, 500, 170
250, 500, 170, 240, 500, 160, 240, 500, 170
260, 500, 170, 250, 500, 160, 250, 500, 170
270, 500, 170, 260, 500, 160, 260, 500, 170
280, 500, 170, 270, 500, 160, 270, 500, 170
290, 500, 170, 280, 500, 160, 280, 500, 170
300, 500, 170, 290, 500, 160, 290, 500, 170
310, 500, 170, 300, 500, 160, 300, 500, 170
320, 500, 170, 310, 500, 160, 310, 500, 170
330, 500, 170, 320, 500, 160, 320, 500, 170
340, 500, 170, 330, 500, 160, 330, 500, 170
350, 500, 170, 340, 500, 160, 340, 500, 170
360, 500, 170, 350, 500, 160, 350, 500, 170
370, 500, 170, 360, 500, 160, 360, 500, 170
380, 500, 170, 370, 500, 160, 370, 500, 170
390, 500, 170, 380, 500, 160, 380, 500, 170
400, 500, 170, 390, 500, 160, 390, 500, 170
410, 500, 170, 400, 500, 160, 400, 500, 170
200, 500, 180, 190, 500, 170, 190, 500, 180
210, 500, 180, 200, 500, 170, 200, 500, 180
220, 500, 180, 210, 500, 170, 210, 500, 180
230, 500, 180, 220, 500, 170, 220, 500, 180
240, 500, 180, 230, 500, 170, 230, 500, 180
250, 500, 180, 240, 500, 170, 240, 500, 180
260, 500, 180, 250, 500, 170, 250, 500, 180
270, 500, 180, 260, 500, 170, 260, 500, 180
280, 500, 180, 270, 500, 170, 270, 500, 180
290, 500, 180, 280, 500, 170, 280, 500, 180
300, 500, 180, 290, 500, 170, 290, 500, 180
310, 500, 180, 300, 500, 170, 300, 500, 180
320, 500, 180, 310, 500, 170, 310, 500, 180
330, 500, 180, 320, 500, 170, 320, 500, 180
340, 500, 180, 330, 500, 170, 330, 500, 180
350, 500, 180, 340, 500, 170, 340, 500, 180
360, 500, 180, 350, 500, 170, 350, 500, 180
370, 500, 180, 360, 500, 170, 360, 500, 180
380, 500, 180, 370, 500, 170, 370, 500, 180
390, 500, 180, 380, 500, 170, 380, 500, 180
400, 500, 180, 390, 500, 170, 390, 500, 180
410, 500, 180, 400, 500, 170, 400, 500, 180
420, 500, 180, 410, 500, 170, 410, 500, 180
210, 500, 190, 200, 500, 180, 200, 500, 190
220, 500, 190, 210, 500, 180, 210, 500, 190
230, 500, 190, 220, 500, 180, 220, 500, 190
240, 500, 190, 230, 500, 180, 230, 500, 190
250, 500, 190, 240, 500, 180, 240, 500, 190
260, 500, 190, 250, 500, 180, 250, 500, 190
270, 500, 190, 260, 500, 180, 260, 500, 190
280, 500, 190, 270, 500, 180, 270, 500, 190
290, 500, 190, 280, 500, 180, 280, 500, 190
300, 500, 190, 290, 500, 180, 290, 500, 190
310, 500, 190, 300, 500, 180, 300, 500, 190
320, 500, 190, 310, 500, 180, 310, 500, 190
330, 500, 190, 320, 500, 180, 320, 500, 190
340, 500, 190, 330, 500, 180, 330, 500, 190
350, 500, 190, 340, 500, 180, 340, 500, 190
360, 500, 190, 350, 500, 180, 350, 500, 190
370, 500, 190, 360, 500, 180, 360, 500, 190
380, 500, 190, 370, 500, 180, 370, 500, 190
390, 500, 190, 380, 500, 180, 380, 500, 190
400, 500, 190, 390, 500, 180, 390, 500, 190
410, 500, 190, 400, 500, 180, 400, 500, 190
420, 500, 190, 410, 500, 180, 410, 500, 190
430, 500, 190, 420, 500, 180, 420, 500, 190
220, 500, 200, 210, 500, 190, 210, 500, 200
230, 500, 200, 220, 500, 190, 220, 500, 200
240, 500, 200, 230, 500, 190, 230, 500, 200
250, 500, 200, 240, 500, 190, 240, 500, 200
260, 500, 200, 250, 500, 190, 250, 500, 200
270, 500, 200, 260, 500, 190, 260, 500, 200
280, 500, 200, 270, 500, 190, 270, 500, 200
290, 500, 200, 280, 500, 190, 280, 500, 200
300, 500, 200, 290, 500, 190, 290, 500, 200
310, 500, 200, 300, 500, 190, 300, 500, 200
320, 500, 200, 310, 500, 190, 310, 500, 200
330, 500, 200, 320, 500, 190, 320, 500, 200
340, 500, 200, 330, 500, 190, 330, 500, 200
350, 500, 200, 340, 500, 190, 340, 500, 200
360, 500, 200, 350, 500, 190, 350, 500, 200
370, 500, 200, 360, 500, 190, 360, 500, 200
380, 500, 200, 370, 500, 190, 370, 500, 200
390, 500, 200, 380, 500, 190, 380, 500, 200
400, 500, 200, 390, 500, 190, 390, 500, 200
410, 500, 200, 400, 500, 190, 400, 500, 200
420, 500, 200, 410, 500, 190, 410, 500, 200
430, 500, 200, 420, 500, 190, 420, 500, 200
440, 500, 200, 430, 500, 190, 430, 500, 200
230, 500, 210, 220, 500, 200, 220, 500, 210
240, 500, 210, 230, 500, 200, 230, 500, 210
250, 500, 210, 240, 500, 200, 240, 500, 210
260, 500, 210, 250, 500, 200, 250, 500, 210
270, 500, 210, 260, 500, 200, 260, 500, 210
280, 500, 210, 270, 500, 200, 270, 500, 210
290, 500, 210, 280, 500, 200, 280, 500, 210
300, 500, 210, 290, 500, 200, 290, 500, 210
310, 500, 210, 300, 500, 200, 300, 500, 210
320, 500, 210, 310, 500, 200, 310, 500, 210
330, 500, 210, 320, 500, 200, 320, 500, 210
340, 500, 210, 330, 500, 200, 330, 500, 210
350, 500, 210, 340, 500, 200, 340, 500, 210
360, 500, 210, 350, 500, 200, 350, 500, 210
370, 500, 210, 360, 500, 200, 360, 500, 210
380, 500, 210, 370, 500, 200, 370, 500, 210
390, 500, 210, 380, 500, 200, 380, 500, 210
400, 500, 210, 390, 500, 200, 390, 500, 210
410, 500, 210, 400, 500, 200, 400, 500, 210
420, 500, 210, 410, 500, 200, 410, 500, 210
430, 500, 210, 420, 500, 200, 420, 500, 210
440, 500, 210, 430, 500, 200, 430, 500, 210
450, 500, 210, 440, 500, 200, 440, 500, 210
240, 500, 220, 230, 500, 210, 230, 500, 220
250, 500, 220, 240, 500, 210, 240, 500, 220
260, 500, 220, 250, 500, 210, 250, 500, 220
270, 500, 220, 260, 500, 210, 260, 500, 220
280, 500, 220, 270, 500, 210, 270, 500, 220
290, 500, 220, 280, 500, 210, 280, 500, 220
300, 500, 220, 290, 500, 210, 290, 500, 220
310, 500, 220, 300, 500, 210, 300, 500, 220
320, 500, 220, 310, 500, 210, 310, 500, 220
330, 500, 220, 320, 500, 210, 320, 500, 220
340, 500, 220, 330, 500, 210, 330, 500, 220
350, 500, 220, 340, 500, 210, 340, 500, 220
360, 500, 220, 350, 500, 210, 350, 500, 220
370, 500, 220, 360, 500, 210, 360, 500, 220
380, 500, 220, 370, 500, 210, 370, 500, 220
390, 500, 220, 380, 500, 210, 380, 500, 220
400, 500, 220, 390, 500, 210, 390, 500, 220
410, 500, 220, 400, 500, 210, 400, 500, 220
420, 500, 220, 410, 500, 210, 410, 500, 220
430, 500, 220, 420, 500, 210, 420, 500, 220
440, 500, 220, 430, 500, 210, 430, 500, 220
450, 500, 220, 440, 500, 210, 440, 500, 220
460, 500, 220, 450, 500, 210, 450, 500, 220
250, 500, 230, 240, 500, 220, 240, 500, 230
